,Jargon_Terms,Jargon_Type,is_Jargon
11943,bm,Most Common,False
11944,prisoners,Most Common,False
11945,deeper,Most Common,False
11946,muslims,Most Common,False
11947,hose,Most Common,False
11948,mediterranean,Most Common,False
11949,nightlife,Most Common,False
11950,footage,Most Common,False
11951,howto,Most Common,False
11952,worthy,Most Common,False
11953,reveals,Most Common,False
11954,architects,Most Common,False
11955,saints,Most Common,False
11956,entrepreneur,Most Common,False
11957,carries,Most Common,False
11958,sig,Most Common,False
11959,freelance,Most Common,False
11960,duo,Most Common,False
11961,excessive,Most Common,False
11962,devon,Most Common,False
11963,screensaver,Most Common,False
11964,helena,Most Common,False
11965,saves,Most Common,False
11966,regarded,Most Common,False
11967,valuation,Most Common,False
11968,unexpected,Most Common,False
11969,cigarette,Most Common,False
11970,fog,Most Common,False
11971,characteristic,Most Common,False
11972,marion,Most Common,False
11973,lobby,Most Common,False
11974,egyptian,Most Common,False
11975,tunisia,Most Common,False
11976,metallica,Most Common,False
11977,outlined,Most Common,False
11978,consequently,Most Common,False
11979,headline,Most Common,False
11980,treating,Most Common,False
11981,punch,Most Common,False
11982,appointments,Most Common,False
11983,str,Most Common,False
11984,gotta,Most Common,False
11985,cowboy,Most Common,False
11986,narrative,Most Common,False
11987,bahrain,Most Common,False
11988,enormous,Most Common,False
11989,karma,Most Common,False
11990,consist,Most Common,False
11991,betty,Most Common,False
11992,queens,Most Common,False
11993,academics,Most Common,False
11994,pubs,Most Common,False
11995,quantitative,Most Common,False
11996,shemales,Most Common,False
11997,lucas,Most Common,False
11998,screensavers,Most Common,False
11999,subdivision,Most Common,False
12000,tribes,Most Common,False
12001,vip,Most Common,False
12002,defeat,Most Common,False
12003,clicks,Most Common,False
12004,distinction,Most Common,False
12005,honduras,Most Common,False
12006,naughty,Most Common,False
12007,hazards,Most Common,False
12008,insured,Most Common,False
12009,harper,Most Common,False
12010,livestock,Most Common,False
12011,mardi,Most Common,False
12012,exemption,Most Common,False
12013,tenant,Most Common,False
12014,sustainability,Most Common,False
12015,cabinets,Most Common,False
12016,tattoo,Most Common,False
12017,shake,Most Common,False
12018,algebra,Most Common,False
12019,shadows,Most Common,False
12020,holly,Most Common,False
12021,formatting,Most Common,False
12022,silly,Most Common,False
12023,nutritional,Most Common,False
12024,yea,Most Common,False
12025,mercy,Most Common,False
12026,hartford,Most Common,False
12027,freely,Most Common,False
12028,marcus,Most Common,False
12029,sunrise,Most Common,False
12030,wrapping,Most Common,False
12031,mild,Most Common,False
12032,fur,Most Common,False
12033,nicaragua,Most Common,False
12034,weblogs,Most Common,False
12035,timeline,Most Common,False
12036,tar,Most Common,False
12037,belongs,Most Common,False
12038,rj,Most Common,False
12039,readily,Most Common,False
12040,affiliation,Most Common,False
12041,soc,Most Common,False
12042,fence,Most Common,False
12043,nudist,Most Common,False
12044,infinite,Most Common,False
12045,diana,Most Common,False
12046,ensures,Most Common,False
12047,relatives,Most Common,False
12048,lindsay,Most Common,False
12049,clan,Most Common,False
12050,legally,Most Common,False
12051,shame,Most Common,False
12052,satisfactory,Most Common,False
12053,revolutionary,Most Common,False
12054,bracelets,Most Common,False
12055,sync,Most Common,False
12056,civilian,Most Common,False
12057,telephony,Most Common,False
12058,mesa,Most Common,False
12059,fatal,Most Common,False
12060,remedy,Most Common,False
12061,realtors,Most Common,False
12062,breathing,Most Common,False
12063,briefly,Most Common,False
12064,thickness,Most Common,False
12065,adjustments,Most Common,False
12066,graphical,Most Common,False
12067,genius,Most Common,False
12068,discussing,Most Common,False
12069,aerospace,Most Common,False
12070,fighter,Most Common,False
12071,meaningful,Most Common,False
12072,flesh,Most Common,False
12073,retreat,Most Common,False
12074,adapted,Most Common,False
12075,barely,Most Common,False
12076,wherever,Most Common,False
12077,estates,Most Common,False
12078,rug,Most Common,False
12079,democrat,Most Common,False
12080,borough,Most Common,False
12081,maintains,Most Common,False
12082,failing,Most Common,False
12083,shortcuts,Most Common,False
12084,ka,Most Common,False
12085,retained,Most Common,False
12086,voyeurweb,Most Common,False
12087,pamela,Most Common,False
12088,andrews,Most Common,False
12089,marble,Most Common,False
12090,extending,Most Common,False
12091,jesse,Most Common,False
12092,specifies,Most Common,False
12093,hull,Most Common,False
12094,logitech,Most Common,False
12095,surrey,Most Common,False
12096,briefing,Most Common,False
12097,belkin,Most Common,False
12098,dem,Most Common,False
12099,accreditation,Most Common,False
12100,wav,Most Common,False
12101,blackberry,Most Common,False
12102,highland,Most Common,False
12103,meditation,Most Common,False
12104,modular,Most Common,False
12105,microphone,Most Common,False
12106,macedonia,Most Common,False
12107,combining,Most Common,False
12108,brandon,Most Common,False
12109,instrumental,Most Common,False
12110,giants,Most Common,False
12111,organizing,Most Common,False
12112,shed,Most Common,False
12113,balloon,Most Common,False
12114,moderators,Most Common,False
12115,winston,Most Common,False
12116,memo,Most Common,False
12117,ham,Most Common,False
12118,solved,Most Common,False
12119,tide,Most Common,False
12120,kazakhstan,Most Common,False
12121,hawaiian,Most Common,False
12122,standings,Most Common,False
12123,partition,Most Common,False
12124,invisible,Most Common,False
12125,gratuit,Most Common,False
12126,consoles,Most Common,False
12127,funk,Most Common,False
12128,fbi,Most Common,False
12129,qatar,Most Common,False
12130,magnet,Most Common,False
12131,translations,Most Common,False
12132,porsche,Most Common,False
12133,cayman,Most Common,False
12134,jaguar,Most Common,False
12135,reel,Most Common,False
12136,sheer,Most Common,False
12137,commodity,Most Common,False
12138,posing,Most Common,False
12139,wang,Most Common,False
12140,kilometers,Most Common,False
12141,rp,Most Common,False
12142,bind,Most Common,False
12143,thanksgiving,Most Common,False
12144,rand,Most Common,False
12145,hopkins,Most Common,False
12146,urgent,Most Common,False
12147,guarantees,Most Common,False
12148,infants,Most Common,False
12149,gothic,Most Common,False
12150,cylinder,Most Common,False
12151,witch,Most Common,False
12152,buck,Most Common,False
12153,indication,Most Common,False
12154,eh,Most Common,False
12155,congratulations,Most Common,False
12156,tba,Most Common,False
12157,cohen,Most Common,False
12158,sie,Most Common,False
12159,usgs,Most Common,False
12160,puppy,Most Common,False
12161,kathy,Most Common,False
12162,acre,Most Common,False
12163,graphs,Most Common,False
12164,surround,Most Common,False
12165,cigarettes,Most Common,False
12166,revenge,Most Common,False
12167,expires,Most Common,False
12168,enemies,Most Common,False
12169,lows,Most Common,False
12170,controllers,Most Common,False
12171,aqua,Most Common,False
12172,chen,Most Common,False
12173,emma,Most Common,False
12174,consultancy,Most Common,False
12175,finances,Most Common,False
12176,accepts,Most Common,False
12177,enjoying,Most Common,False
12178,conventions,Most Common,False
12179,eva,Most Common,False
12180,patrol,Most Common,False
12181,smell,Most Common,False
12182,pest,Most Common,False
12183,hc,Most Common,False
12184,italiano,Most Common,False
12185,coordinates,Most Common,False
12186,rca,Most Common,False
12187,fp,Most Common,False
12188,carnival,Most Common,False
12189,roughly,Most Common,False
12190,sticker,Most Common,False
12191,promises,Most Common,False
12192,responding,Most Common,False
12193,reef,Most Common,False
12194,physically,Most Common,False
12195,divide,Most Common,False
12196,stakeholders,Most Common,False
12197,hydrocodone,Most Common,False
12198,gst,Most Common,False
12199,consecutive,Most Common,False
12200,cornell,Most Common,False
12201,satin,Most Common,False
12202,bon,Most Common,False
12203,deserve,Most Common,False
12204,attempting,Most Common,False
12205,mailto,Most Common,False
12206,promo,Most Common,False
12207,jj,Most Common,False
12208,representations,Most Common,False
12209,chan,Most Common,False
12210,worried,Most Common,False
12211,tunes,Most Common,False
12212,garbage,Most Common,False
12213,competing,Most Common,False
12214,combines,Most Common,False
12215,mas,Most Common,False
12216,beth,Most Common,False
12217,bradford,Most Common,False
12218,len,Most Common,False
12219,phrases,Most Common,False
12220,kai,Most Common,False
12221,peninsula,Most Common,False
12222,chelsea,Most Common,False
12223,boring,Most Common,False
12224,reynolds,Most Common,False
12225,dom,Most Common,False
12226,jill,Most Common,False
12227,accurately,Most Common,False
12228,speeches,Most Common,False
12229,reaches,Most Common,False
12230,schema,Most Common,False
12231,considers,Most Common,False
12232,sofa,Most Common,False
12233,catalogs,Most Common,False
12234,ministries,Most Common,False
12235,vacancies,Most Common,False
12236,quizzes,Most Common,False
12237,parliamentary,Most Common,False
12238,obj,Most Common,False
12239,prefix,Most Common,False
12240,lucia,Most Common,False
12241,savannah,Most Common,False
12242,barrel,Most Common,False
12243,typing,Most Common,False
12244,nerve,Most Common,False
12245,dans,Most Common,False
12246,planets,Most Common,False
12247,deficit,Most Common,False
12248,boulder,Most Common,False
12249,pointing,Most Common,False
12250,renew,Most Common,False
12251,coupled,Most Common,False
12252,viii,Most Common,False
12253,myanmar,Most Common,False
12254,metadata,Most Common,False
12255,harold,Most Common,False
12256,circuits,Most Common,False
12257,floppy,Most Common,False
12258,texture,Most Common,False
12259,handbags,Most Common,False
12260,jar,Most Common,False
12261,ev,Most Common,False
12262,somerset,Most Common,False
12263,incurred,Most Common,False
12264,acknowledge,Most Common,False
12265,thoroughly,Most Common,False
12266,antigua,Most Common,False
12267,nottingham,Most Common,False
12268,thunder,Most Common,False
12269,tent,Most Common,False
12270,caution,Most Common,False
12271,identifies,Most Common,False
12272,questionnaire,Most Common,False
12273,qualification,Most Common,False
12274,locks,Most Common,False
12275,modelling,Most Common,False
12276,namely,Most Common,False
12277,miniature,Most Common,False
12278,dept,Most Common,False
12279,hack,Most Common,False
12280,dare,Most Common,False
12281,euros,Most Common,False
12282,interstate,Most Common,False
12283,pirates,Most Common,False
12284,aerial,Most Common,False
12285,hawk,Most Common,False
12286,consequence,Most Common,False
12287,rebel,Most Common,False
12288,systematic,Most Common,False
12289,perceived,Most Common,False
12290,origins,Most Common,False
12291,hired,Most Common,False
12292,makeup,Most Common,False
12293,textile,Most Common,False
12294,lamb,Most Common,False
12295,madagascar,Most Common,False
12296,nathan,Most Common,False
12297,tobago,Most Common,False
12298,presenting,Most Common,False
12299,cos,Most Common,False
12300,troubleshooting,Most Common,False
12301,uzbekistan,Most Common,False
12302,indexes,Most Common,False
12303,pac,Most Common,False
12304,rl,Most Common,False
12305,erp,Most Common,False
12306,centuries,Most Common,False
12307,gl,Most Common,False
12308,magnitude,Most Common,False
12309,ui,Most Common,False
12310,richardson,Most Common,False
12311,hindu,Most Common,False
12312,dh,Most Common,False
12313,fragrances,Most Common,False
12314,vocabulary,Most Common,False
12315,licking,Most Common,False
12316,earthquake,Most Common,False
12317,vpn,Most Common,False
12318,fundraising,Most Common,False
12319,fcc,Most Common,False
12320,markers,Most Common,False
12321,weights,Most Common,False
12322,albania,Most Common,False
12323,geological,Most Common,False
12324,assessing,Most Common,False
12325,lasting,Most Common,False
12326,wicked,Most Common,False
12327,eds,Most Common,False
12328,introduces,Most Common,False
12329,kills,Most Common,False
12330,roommate,Most Common,False
12331,webcams,Most Common,False
12332,pushed,Most Common,False
12333,webmasters,Most Common,False
12334,ro,Most Common,False
12335,df,Most Common,False
12336,computational,Most Common,False
12337,acdbentity,Most Common,False
12338,participated,Most Common,False
12339,junk,Most Common,False
12340,handhelds,Most Common,False
12341,wax,Most Common,False
12342,lucy,Most Common,False
